"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72591024216","2020-01-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  50.6","24","  43.2","24","1020.7","24","007.8","24","  7.2","24","  2.5","24","  8.9","999.9","  69.1"," ","  41.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-02","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  47.6","24","  39.7","24","1020.1","24","007.2","24","  7.4","24","  5.5","24","  8.0","999.9","  66.9"," ","  37.9"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-03","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  48.2","24","  37.1","24","1022.9","24","010.0","24"," 10.0","24","  4.2","24","  8.0","999.9","  66.9"," ","  36.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-04","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  48.7","24","  43.0","24","1026.5","20","013.1","24","  6.1","24","  2.8","24","  7.0","999.9","  59.0"," ","  36.0"," "," 0.00","G","999.9","010000"
"72591024216","2020-01-05","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  48.2","24","  37.9","24","1031.6","24","018.6","24"," 10.0","24","  3.4","24","  7.0","999.9","  59.0"," ","  37.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  46.9","24","  34.9","24","1033.7","24","020.6","24"," 10.0","24","  6.2","24","  9.9","999.9","  64.0"," ","  37.0"," "," 0.00","G","999.9","001000"
"72591024216","2020-01-07","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  41.5","24","  34.6","24","1025.9","24","012.9","24"," 10.0","24","  3.6","24","  8.0","999.9","  63.0","*","  30.9","*"," 0.00","G","999.9","000000"
"72591024216","2020-01-08","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  44.0","24","  42.0","24","1019.3","13","006.7","24","  3.2","24","  3.0","24","  9.9","999.9","  53.1"," ","  30.0"," "," 0.00","G","999.9","100000"
"72591024216","2020-01-09","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  47.6","24","  42.2","24","1017.9","20","004.6","24","  7.4","24","  6.3","24"," 12.0"," 19.0","  59.0"," ","  42.1"," "," 0.17","G","999.9","010000"
"72591024216","2020-01-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  43.6","24","  33.1","24","1024.1","24","011.2","24"," 10.0","24","  5.5","24"," 12.0","999.9","  59.0"," ","  34.0"," "," 0.11","G","999.9","000000"
"72591024216","2020-01-11","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  47.1","24","  41.6","24","1023.0","22","010.0","24","  9.6","24","  6.0","24"," 14.0","999.9","  54.0"," ","  34.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  42.3","24","  35.5","24","1022.0","24","009.0","24"," 10.0","24","  4.7","24"," 15.9","999.9","  54.0"," ","  32.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-13","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  46.3","24","  40.5","24","1019.1","19","006.4","24"," 10.0","24","  9.1","24"," 22.0"," 28.9","  54.0"," ","  32.0"," "," 0.00","G","999.9","010000"
"72591024216","2020-01-14","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  48.9","24","  41.5","24","1017.8","19","004.9","24","  9.8","24"," 12.9","24"," 21.0"," 29.9","  55.0"," ","  39.9"," "," 0.00","G","999.9","010000"
"72591024216","2020-01-15","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  41.2","24","  34.8","24","1019.6","24","006.6","24"," 10.0","24","  6.5","24"," 18.1","999.9","  55.0"," ","  32.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-16","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  46.5","24","  39.7","24","1008.6","20","995.2","24","  9.3","24"," 16.8","24"," 34.0"," 44.1","  50.0"," ","  32.0"," "," 0.00","G","999.9","010000"
"72591024216","2020-01-17","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  43.8","24","  39.5","24","1020.9","15","007.6","24"," 10.0","24","  8.3","24"," 15.9","999.9","  50.0"," ","  41.0"," "," 0.39","G","999.9","000000"
"72591024216","2020-01-18","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  43.3","24","  36.7","24","1028.1","24","015.0","24"," 10.0","24","  5.5","24","  8.9","999.9","  55.0"," ","  34.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-19","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  46.0","24","  34.7","24","1024.2","24","011.2","24"," 10.0","24","  4.5","24","  8.9","999.9","  55.0"," ","  34.0"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-20","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  45.6","24","  39.8","24","1018.1","24","005.2","24","  9.9","24","  3.3","24","  6.0","999.9","  53.1"," ","  35.1"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-21","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  48.0","24","  44.0","24","1016.7","16","003.9","24","  8.1","24","  8.5","24"," 22.0"," 32.1","  52.0"," ","  39.9"," "," 0.00","G","999.9","010000"
"72591024216","2020-01-22","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  51.4","24","  48.8","24","1022.0","17","009.4","24","  5.8","24","  2.9","24"," 13.0","999.9","  57.9"," ","  42.1"," "," 0.21","G","999.9","110000"
"72591024216","2020-01-23","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  47.7","24","  44.2","24","1024.6","24","011.7","24","  9.7","24","  3.9","24","  6.0","999.9","  59.0"," ","  39.9"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-24","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  49.4","24","  47.3","24","1021.2","19","008.2","24","  7.0","24","  3.2","24","  8.0","999.9","  54.0"," ","  39.9"," "," 0.13","G","999.9","010000"
"72591024216","2020-01-25","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  51.6","24","  49.0","24","1021.1","16","008.2","24","  9.1","24","  3.4","24","  7.0","999.9","  55.9"," ","  44.1"," "," 0.00","G","999.9","000000"
"72591024216","2020-01-26","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","  55.6","24","  52.4","24","1019.7","12","006.2","24","  7.6","24","  4.4","24","  9.9","999.9","  64.0"," ","  50.0"," "," 0.61","G","999.9","010000"
